"Customer Login","ログイン"
"Display Express Checkout in the Payment Information step","支払情報ステップでエクスプレスチェックアウトを照会する"
"Website Payments Pro Hosted Solution and Express Checkout","Website Payments Pro Hosted Solutionとチェックアウト"
"Allow Alert When Product Comes Back in Stock","商品入荷時のアラート通知機能を許可する"
"Notify me when this product is in stock","この商品が入荷しているときに通知する"
"Enter a valid payment method and try again.","有効なお支払い方法を入力し、再度お試しください。"
"Not a success, but no error codes received!","成功ではありませんが、エラーコードは受信していません"
"If disabled, all report events will be disabled","NOの場合、すべてのレポート集計処理は無効となります。"
"If enabled, will collect statistic of shared WishLists","有効にすると、「ほしい物リスト」をシェアした行動履歴データを収集します。"
"
                    Usage limit enforced for logged in customers only.
                ","使用可能数はログインしているカスタマーにのみ適用されます。"
"Email is required field for Admin order creation","Adminの注文作成では、メールアドレスは必須項目です。"
"Use this key to retrieve collected js errors","収集したjsエラーを取得する場合は、このキーを使用します。"
"created_at not provided by the received JWT","受信したJWTに created_at データがありません。"
"expires_in not provided by the received JWT","受信したJWTに expires_in データがありません。"
